Població de fet per municipis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDTaula,306,,,"1497,1515 i 1553  es refereix a focs",,,,,,,,,,,,,,,,,,,,,,,,,
Font,Censos i padrons,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Àmbit,Catalunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escala,Municipis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Període,1497-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variables,Nom,Classificació,Descripció,,,,,,,,,,,,,,,,,,,,,,,,,,
,Provincia,ProvinciaCat,Província,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comarca,Comarca41,comarca,,,,,,,,,,,,,,,,,,,,,,,,,,
,Municipi,MunicipiCatHist,Municipi,,,,,,,,,,,,,,,,,,,,,,,,,,
,Any,Any1497-91,Any,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dades,A19:E23569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROVINCIA,COMARCA,MUNICIPI,ANY,POBLACIÓ,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08011,1515,23,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1553,32,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1717,288,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1787,302,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1857,1212,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1860,1238,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1877,966,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1887,980,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1900,1197,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1910,1466,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1920,1894,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1930,2395,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1936,2180,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1940,2170,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1945,2153,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1950,2208,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1955,2228,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1960,2213,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1965,1980,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1970,1890,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1975,2031,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1981,1810,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1986,1795,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08011,1991,1761,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1497,26,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1515,32,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1553,39,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1717,476,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1787,933,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1857,1718,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1860,1854,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1877,1767,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1887,1757,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1900,1505,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1910,1510,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1920,1576,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1930,1618,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1936,1722,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1940,1659,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1945,1647,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1950,1587,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1955,1671,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1960,1744,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1965,1760,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1970,1720,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1975,1947,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1981,1917,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1986,1989,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08012,1991,2021,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1497,33,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1515,44,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1553,52,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1717,225,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1787,566,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1857,1292,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1860,1286,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1877,1295,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1887,1466,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1900,1452,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1910,1467,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1920,1543,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1930,1464,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1936,1377,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1940,1361,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1945,1297,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1950,1257,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1955,1226,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1960,1170,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1965,1160,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1970,1161,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1975,1211,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1981,1201,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1986,1187,,,,,,,,,,,,,,,,,,,,,,,,,1
08,3,08013,1991,1190,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1497,12,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1515,16,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1553,15,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1717,200,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1787,226,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1857,638,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1860,627,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1877,574,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1887,452,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1900,450,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1910,472,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1920,480,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1930,689,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1936,775,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1940,743,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1945,875,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1950,882,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1955,1010,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1960,1223,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1965,1516,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1970,1813,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1975,2024,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1981,2029,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1986,2016,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08014,1991,2040,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1497,105,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1515,104,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1553,88,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1717,739,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1787,3474,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1857,10485,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1860,12060,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1877,13758,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1887,15974,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1900,19240,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1910,20957,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1920,29361,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1930,44291,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1936,47929,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1940,48284,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1945,54001,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1950,61654,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1955,76331,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1960,92257,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1965,125002,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1970,162888,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1975,201867,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1981,227744,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1986,223444,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08015,1991,218171,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1497,98,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1515,110,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1553,151,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1717,617,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1787,1237,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1857,966,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1860,1051,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1877,923,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1887,793,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1900,800,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1910,894,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1920,886,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1930,1021,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1936,1003,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1940,916,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1945,1058,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1950,1275,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1955,1764,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1960,2410,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1965,2464,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1970,2388,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1975,2113,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1981,2122,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1986,2152,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08016,1991,2129,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1497,15,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1515,18,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1553,32,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1717,335,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1787,0,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1857,1598,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1860,704,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1877,706,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1887,667,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1900,643,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1910,764,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1920,854,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1930,1067,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1936,1250,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1940,1217,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1945,1229,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1950,1212,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1955,1435,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1960,1659,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1965,2096,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1970,2360,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1975,2653,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1981,2933,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1986,3151,,,,,,,,,,,,,,,,,,,,,,,,,1
08,24,08017,1991,3203,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1497,20,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1515,27,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1553,36,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1717,430,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1787,874,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1857,1275,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1860,1310,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1877,1505,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1887,1506,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1900,1559,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1910,1700,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1920,1919,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1930,2021,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1936,2932,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1940,2816,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1945,2879,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1950,2935,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1955,3517,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1960,3987,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1965,4018,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1970,4024,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1975,3417,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1981,3624,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1986,3481,,,,,,,,,,,,,,,,,,,,,,,,,1
08,7,08018,1991,3390,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1497,6166,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1515,6613,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1553,315,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1717,35928,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1787,100160,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1857,235060,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1860,249209,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1877,353853,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1887,405913,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1900,544137,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1910,595732,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1920,721869,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1930,1005565,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1936,1062157,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1940,1081175,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1945,1205509,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1950,1280179,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1955,1403028,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1960,1557863,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1965,1655603,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1970,1745142,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1975,1754714,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1981,1754900,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1986,1694064,,,,,,,,,,,,,,,,,,,,,,,,,1
08,13,08019,1991,1681132,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1497,17,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1515,19,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1553,20,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1717,169,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1787,375,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1857,799,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1860,857,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1877,927,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1887,1094,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1900,1077,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1910,1032,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1920,1002,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1930,1003,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1936,1041,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1940,905,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1945,963,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1950,968,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1955,956,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1960,1043,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1965,1106,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1970,1403,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1975,1264,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1981,1323,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1986,1531,,,,,,,,,,,,,,,,,,,,,,,,,1
08,11,08020,1991,2031,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1497,0,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1515,0,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1553,0,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1717,63,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1787,229,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1857,364,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1860,328,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1877,295,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1887,314,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1900,315,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1910,339,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1920,373,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1930,312,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1936,309,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1940,323,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1945,274,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1950,287,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1955,263,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1960,183,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1965,145,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1970,128,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1975,98,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1981,107,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1986,93,,,,,,,,,,,,,,,,,,,,,,,,,1
08,6,08021,1991,87,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1497,131,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1515,136,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1553,187,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1717,1802,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1787,3366,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1857,6127,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1860,5606,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1877,5473,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1887,5269,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1900,5747,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1910,5871,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1920,6042,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1930,6816,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1936,7322,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1940,6914,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1945,7189,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1950,8379,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1955,8719,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1960,10241,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1965,11679,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1970,12285,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1975,12978,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1981,14249,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1986,14586,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08022,1991,14324,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1497,45,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1515,37,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1553,57,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1717,550,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1787,910,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1857,1069,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1860,1062,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1877,946,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1887,924,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1900,908,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1910,913,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1920,884,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1930,913,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1936,1028,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1940,978,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1945,982,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1950,1042,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1955,1027,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1960,1004,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1965,1078,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1970,1214,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1975,1284,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1981,1467,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1986,1983,,,,,,,,,,,,,,,,,,,,,,,,,1
08,41,08023,1991,2807,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08024,1497,3,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08024,1515,3,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08024,1553,22,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08024,1717,533,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08024,1787,1353,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08024,1857,1293,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08024,1860,1260,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08024,1877,1073,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08024,1887,693,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08024,1900,837,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08024,1910,863,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08024,1920,955,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08024,1930,1090,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08024,1936,998,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08024,1940,892,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08024,1945,815,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08024,1950,863,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08024,1955,724,,,,,,,,,,,,,,,,,,,,,,,,,1
08,14,08024,1960,747,,,,,,,,,,,,,,,,,,,,,,,,,1
